val_accuracy,prompt,new_prompt,new_prompt_val_accuracy
0.5,"Discard all the previous instructions. Behave like you are an expert sentence classifier. Classify the following sentence from FOMC into ‘HAWKISH’, ‘DOVISH’, or ‘NEUTRAL’ class. Label ‘HAWKISH’ if it is corresponding to tightening of the monetary policy, ‘DOVISH’ if it is corresponding to easing of the monetary policy, or ‘NEUTRAL’ if the stance is neutral. Provide the label in the first line and provide a short explanation in thesecond line.","Discard all the previous instructions. Behave like you are an expert sentence classifier. Classify the following sentence from FOMC into ‘HAWKISH’, ‘DOVISH’, or ‘NEUTRAL’ class. Label ‘HAWKISH’ if it is corresponding to tightening of the monetary policy, ‘DOVISH’ if it is corresponding to easing of the monetary policy, or ‘NEUTRAL’ if the stance is neutral. Provide the label in the first line and provide a short explanation in thesecond line.",0.5
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify",0.5808080808080808
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide specific evidence or quotes from the sentence that support your classification, and explain how the sentence's tone and language contribute to its hawkish or dovish stance.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting",0.5454545454545454
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. When classifying a sentence, provide a clear and concise explanation of the reasoning behind your classification, highlighting the specific features that lead you to categorize it as 'HAWKISH', 'DOVISH', or 'NEUTRAL'. Consider the potential impact on inflation, employment, and economic growth. Additionally, be aware of the author's tone and the topic being discussed, as these can influence the sentiment expressed in the sentence. Provide specific examples of hawkish or dovish sentiment, and avoid general phrases. Furthermore, consider providing a confidence score or a probability distribution for the classification, rather than a binary answer. This would allow you",0.5303030303030303
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. To classify the sentence, consider the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide a detailed analysis of the factors that support your classification, including specific data points, economic indicators, and theoretical frameworks.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions. Provide a nuanced analysis of the implications, including a discussion of the potential risks and side",0.5505050505050505
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a clear and direct bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, providing specific and concise explanations for the classification, including concrete examples and quotes from the sentence that support the classification.
* If the sentence presents a factual statement about economic systems, highlighting the trade-offs and uncertainties involved in policy decisions, classify it as 'NEUTRAL', providing a clear and concise summary of the main point, highlighting:",0.4898989898989899
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide specific examples of how the sentence's language and tone suggest a bias towards tightening or easing monetary policy, and consider alternative perspectives or counterarguments to the tone.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting",0.5606060606060606
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence presents a clear and explicit bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Be specific about the language used and the tone of the sentence, highlighting phrases or words that support the classification.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in maintaining",0.5606060606060606
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth, and provide a nuanced analysis of the trade-offs involved, including the potential risks and uncertainties associated with each policy decision. Specifically, consider the following:
	+ Quantify the potential impact of the policy on inflation, employment, and economic growth, using concrete data and statistics.",0.5555555555555556
0.5808080808080808,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL', highlighting the trade-offs and uncertainties involved in policy decisions.
* If the sentence lacks a clear opinion or emotional tone, and instead presents a factual statement about economic systems, classify","Discard all the previous instructions. Behave like an expert analyst of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL WITH A SPECIFIC TONE' or 'NEUTRAL WITH A SPECIFIC FOCUS' based on the following criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide specific examples or statistics to support your classification.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NEUTRAL WITH A TONE OF OBJECTIVITY'. To",0.51010101010101
0.5959595959595959,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification, and include specific economic indicators or market trends that drive the classification.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NE","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification, and include specific economic indicators or market trends that drive the classification.
* If the sentence presents a neutral or factual statement about economic systems, classify it as 'NE",0.5959595959595959
0.6262626262626263,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification, and include specific economic indicators or market trends that drive the classification. Additionally, provide concrete examples or statistics to support your claims, and elaborate on the implications of the","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification, and include specific economic indicators or market trends that drive the classification. Additionally, provide concrete examples or statistics to support your claims, and elaborate on the implications of the",0.6262626262626263
0.6262626262626263,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* If the sentence suggests a bias towards tightening or easing monetary policy, classify it as 'HAWKISH' or 'DOVISH' respectively, considering the potential impact on inflation, employment, and economic growth. Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification, and include specific economic indicators or market trends that drive the classification. Additionally, provide concrete examples or statistics to support your claims, and elaborate on the implications of the","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Provide a detailed and specific classification, including concrete examples or statistics to support your claims, and elaborate on the implications of the classification.
* Identify and highlight the key phrases and concepts that support the classification, and explain how they relate to the economic indicators or market trends that drive the classification.
* Consider the potential impact of the sentence on inflation, employment, and economic growth, and provide a clear and concise summary of the sentence's meaning.
* Provide specific economic indicators or market trends that support",0.5959595959595959
0.6262626262626263,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Identify specific economic indicators or market trends that drive the classification, such as inflation rates, unemployment rates, or interest rates.
* Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification.
* Consider multiple perspectives or scenarios, and provide a nuanced analysis of the sentence's meaning and implications.
* Elaborate on the implications of the sentence's classification on the economy, including potential effects on inflation, employment, and economic growth.
*","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Identify specific economic indicators or market trends that drive the classification, such as inflation rates, unemployment rates, or interest rates.
* Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification.
* Consider multiple perspectives or scenarios, and provide a nuanced analysis of the sentence's meaning and implications.
* Elaborate on the implications of the sentence's classification on the economy, including potential effects on inflation, employment, and economic growth.
*",0.6262626262626263
0.6262626262626263,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Identify specific economic indicators or market trends that drive the classification, such as inflation rates, unemployment rates, or interest rates.
* Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification.
* Consider multiple perspectives or scenarios, and provide a nuanced analysis of the sentence's meaning and implications.
* Elaborate on the implications of the sentence's classification on the economy, including potential effects on inflation, employment, and economic growth.
*","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Identify specific economic indicators or market trends that drive the classification, such as inflation rates, unemployment rates, or interest rates. For instance, consider the impact of a 2% inflation rate on the economy, or the effects of a 4% unemployment rate on labor market dynamics.
* Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification. This could include identifying specific keywords or phrases that indicate a hawkish or dovish stance.",0.601010101010101
0.6262626262626263,"Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Identify specific economic indicators or market trends that drive the classification, such as inflation rates, unemployment rates, or interest rates.
* Provide a clear and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification.
* Consider multiple perspectives or scenarios, and provide a nuanced analysis of the sentence's meaning and implications.
* Elaborate on the implications of the sentence's classification on the economy, including potential effects on inflation, employment, and economic growth.
*","Discard all the previous instructions. Behave like an expert analyst of the complexities of economic systems, taking into account the nuances of monetary policy and the context in which the sentence is being analyzed. Classify the sentence as 'HAWKISH', 'DOVISH', or 'NEUTRAL' based on the following specific criteria:

* Identify specific economic indicators or market trends that drive the classification, such as inflation rates, unemployment rates, or interest rates. Provide a clear explanation of how these indicators relate to the classification.
* Provide a detailed and concise summary of the sentence's meaning, highlighting the key phrases and concepts that support the classification, and specify what these phrases and concepts imply about the Federal Reserve's policy.
* Consider multiple perspectives or scenarios, and provide a nuanced analysis of the sentence's meaning and implications, including",0.5909090909090909
